timestamp_sec,elapsed_sec,total_physical_mb_written,interval_mb_written,write_rate_mbps
1786367246.79,612.74,10452959.96,0.00,0.00
1786367248.80,614.75,10453032.23,72.27,36.13
1786367250.81,616.76,10453102.54,70.31,35.16
1786367252.82,618.77,10453102.54,0.00,0.00
1786367254.83,620.79,10453248.54,146.00,73.00
1786367256.85,622.81,10453248.54,0.00,0.00
1786367258.87,624.82,10453568.85,320.31,160.16
1786367260.88,626.83,10453596.19,27.34,13.67
1786367262.90,628.85,10453596.19,0.00,0.00
1786367264.91,630.86,10453701.66,105.47,52.73
1786367266.92,632.88,10453701.66,0.00,0.00
1786367268.94,634.89,10454016.11,314.45,157.23
1786367270.95,636.91,10454711.91,695.80,347.90
1786367272.97,638.92,10454711.91,0.00,0.00
1786367274.98,640.94,10455035.16,323.24,161.62
1786367277.00,642.95,10455035.16,0.00,0.00
1786367279.01,644.96,10455170.90,135.74,67.87
1786367281.03,646.98,10455949.22,778.32,389.16
1786367283.04,649.00,10455949.22,0.00,0.00
1786367285.06,651.01,10456485.35,536.13,268.07
1786367287.07,653.02,10456485.35,0.00,0.00
1786367289.09,655.04,10456868.16,382.81,191.41
1786367291.10,657.05,10456868.16,0.00,0.00
1786367293.11,659.06,10456868.16,0.00,0.00
1786367295.14,661.09,10457531.25,663.09,331.54
1786367297.15,663.10,10457531.74,0.49,0.24
1786367299.17,665.12,10458323.73,791.99,396.00
1786367301.18,667.13,10458323.73,0.00,0.00
1786367303.20,669.15,10458460.94,137.21,68.60
1786367305.22,671.17,10458731.93,271.00,135.50
1786367307.23,673.19,10458732.42,0.49,0.24
1786367309.26,675.21,10459398.44,666.02,333.01
1786367311.28,677.23,10459398.93,0.49,0.24
1786367313.29,679.24,10459912.11,513.18,256.59
1786367315.31,681.26,10460013.18,101.07,50.54
1786367317.33,683.29,10460393.07,379.88,189.94
1786367319.35,685.31,10460585.45,192.38,96.19
1786367321.37,687.32,10460596.68,11.23,5.62
1786367323.39,689.34,10460596.68,0.00,0.00
1786367325.41,691.36,10460803.22,206.54,103.27
1786367327.43,693.38,10460803.71,0.49,0.24
1786367329.44,695.40,10461056.15,252.44,126.22
1786367331.46,697.41,10461056.15,0.00,0.00
1786367333.48,699.43,10461365.72,309.57,154.79
1786367335.50,701.45,10461365.72,0.00,0.00
1786367337.52,703.47,10461566.41,200.68,100.34
1786367339.53,705.48,10461655.76,89.36,44.68
1786367341.56,707.52,10461908.20,252.44,126.22
1786367343.58,709.53,10461908.20,0.00,0.00
1786367345.60,711.56,10462269.04,360.84,180.42
1786367347.62,713.57,10462284.67,15.62,7.81
1786367349.63,715.59,10462721.19,436.52,218.26
1786367351.65,717.60,10462721.19,0.00,0.00
1786367353.66,719.62,10462721.19,0.00,0.00
1786367355.69,721.64,10462893.07,171.88,85.94
1786367357.71,723.66,10463034.18,141.11,70.56
1786367359.72,725.68,10463171.39,137.21,68.60
1786367361.74,727.69,10463171.39,0.00,0.00
1786367363.75,729.71,10463171.39,0.00,0.00
1786367365.77,731.72,10463398.93,227.54,113.77
1786367367.79,733.74,10463398.93,0.00,0.00
1786367369.80,735.76,10463535.64,136.72,68.36
1786367371.82,737.78,10463535.64,0.00,0.00
1786367373.84,739.79,10463536.13,0.49,0.24
1786367375.87,741.82,10463680.66,144.53,72.27
1786367377.89,743.85,10463976.56,295.90,147.95
1786367379.91,745.86,10463976.56,0.00,0.00
1786367381.92,747.88,10463977.05,0.49,0.24
1786367383.96,749.91,10463977.05,0.00,0.00
1786367385.98,751.93,10464134.77,157.71,78.86
1786367387.99,753.94,10464326.17,191.41,95.70
1786367390.29,756.25,10464733.89,407.71,203.86
1786367392.31,758.26,10464734.38,0.49,0.24
1786367394.32,760.27,10464969.24,234.86,117.43
1786367396.34,762.29,10464969.73,0.49,0.24
1786367398.36,764.31,10465632.32,662.60,331.30
1786367400.38,766.33,10465632.32,0.00,0.00
1786367402.40,768.35,10465632.81,0.49,0.24
1786367404.41,770.37,10466416.02,783.20,391.60
1786367406.43,772.38,10466416.50,0.49,0.24
1786367408.44,774.40,10467099.61,683.11,341.55
1786367410.46,776.41,10467099.61,0.00,0.00
1786367412.48,778.43,10467099.61,0.00,0.00
1786367414.53,780.48,10467698.24,598.63,299.32
1786367416.55,782.50,10467698.73,0.49,0.24
1786367418.56,784.52,10467866.70,167.97,83.98
1786367420.58,786.53,10467866.70,0.00,0.00
1786367422.59,788.54,10467867.19,0.49,0.24
1786367424.62,790.57,10468673.83,806.64,403.32
1786367426.63,792.59,10469004.88,331.05,165.53
1786367428.65,794.60,10469013.18,8.30,4.15
1786367430.67,796.62,10469176.27,163.09,81.54
1786367432.68,798.63,10469176.27,0.00,0.00
1786367434.70,800.65,10469176.27,0.00,0.00
1786367436.72,802.67,10469643.55,467.29,233.64
1786367438.73,804.69,10469643.55,0.00,0.00
1786367440.75,806.70,10469825.20,181.64,90.82
1786367442.76,808.72,10469825.68,0.49,0.24
1786367444.79,810.74,10470585.94,760.25,380.13
1786367446.80,812.75,10470585.94,0.00,0.00
1786367448.81,814.77,10471411.62,825.68,412.84
1786367450.83,816.78,10471411.62,0.00,0.00
1786367452.84,818.80,10471411.62,0.00,0.00
1786367454.87,820.82,10472079.10,667.48,333.74
1786367456.89,822.84,10472079.59,0.49,0.24
1786367458.90,824.85,10472499.51,419.92,209.96
1786367460.92,826.87,10472500.00,0.49,0.24
1786367462.93,828.88,10472500.00,0.00,0.00
1786367464.95,830.91,10473352.05,852.05,426.03
1786367466.97,832.93,10473352.05,0.00,0.00
1786367468.99,834.94,10473775.39,423.34,211.67
1786367471.00,836.96,10473775.39,0.00,0.00
1786367473.13,839.08,10473775.39,0.00,0.00
1786367475.15,841.10,10473912.60,137.21,68.60
1786367477.16,843.12,10473912.60,0.00,0.00
1786367479.18,845.13,10474778.32,865.72,432.86
1786367481.19,847.15,10474778.81,0.49,0.24
1786367483.24,849.19,10474778.81,0.00,0.00
1786367485.27,851.22,10475637.70,858.89,429.44
1786367487.28,853.24,10475637.70,0.00,0.00
1786367489.30,855.25,10476056.64,418.95,209.47
1786367491.32,857.27,10476056.64,0.00,0.00
1786367493.33,859.29,10476057.13,0.49,0.24
1786367495.35,861.30,10476579.10,521.97,260.99
1786367497.37,863.32,10476579.10,0.00,0.00
1786367499.38,865.34,10477376.46,797.36,398.68
1786367501.40,867.35,10477376.95,0.49,0.24
1786367503.41,869.37,10477376.95,0.00,0.00
1786367505.43,871.38,10477579.59,202.64,101.32
1786367507.46,873.41,10477579.59,0.00,0.00
1786367509.47,875.43,10478446.78,867.19,433.59
1786367511.49,877.44,10478446.78,0.00,0.00
1786367513.50,879.46,10478446.78,0.00,0.00
1786367515.52,881.47,10479113.28,666.50,333.25
1786367517.53,883.48,10479113.28,0.00,0.00
1786367519.55,885.50,10479642.58,529.30,264.65
1786367521.56,887.51,10479642.58,0.00,0.00
1786367523.57,889.53,10479642.58,0.00,0.00
1786367525.59,891.54,10479841.31,198.73,99.37
1786367527.61,893.56,10479841.31,0.00,0.00
1786367529.62,895.57,10480627.93,786.62,393.31
1786367531.63,897.59,10480627.93,0.00,0.00
1786367533.65,899.60,10480627.93,0.00,0.00
1786367535.66,901.61,10480795.90,167.97,83.98
1786367537.68,903.63,10480795.90,0.00,0.00
1786367539.70,905.65,10481582.03,786.13,393.07
1786367541.71,907.66,10481582.03,0.00,0.00
1786367543.72,909.68,10481582.52,0.49,0.24
1786367545.74,911.70,10482456.54,874.02,437.01
1786367547.76,913.71,10482457.03,0.49,0.24
1786367549.77,915.72,10482841.80,384.77,192.38
1786367551.79,917.74,10482841.80,0.00,0.00
1786367553.80,919.76,10482841.80,0.00,0.00
1786367555.82,921.78,10483101.56,259.77,129.88
1786367557.84,923.79,10483101.56,0.00,0.00
1786367559.86,925.81,10483525.88,424.32,212.16
1786367561.87,927.83,10483526.37,0.49,0.24
1786367563.89,929.85,10483526.37,0.00,0.00
1786367565.91,931.86,10484104.98,578.61,289.31
1786367567.92,933.87,10484112.79,7.81,3.91
1786367569.93,935.88,10484898.93,786.13,393.07
1786367571.94,937.89,10484898.93,0.00,0.00
1786367573.95,939.91,10484898.93,0.00,0.00
1786367575.98,941.93,10485315.92,416.99,208.50
1786367577.99,943.95,10485389.65,73.73,36.87
1786367580.00,945.96,10485486.33,96.68,48.34
1786367582.03,947.99,10485486.33,0.00,0.00
1786367584.05,950.00,10485501.95,15.62,7.81
1786367586.06,952.01,10485654.30,152.34,76.17
1786367588.07,954.03,10485916.99,262.70,131.35
1786367590.09,956.04,10485979.00,62.01,31.01
1786367592.10,958.05,10485979.00,0.00,0.00
1786367594.11,960.07,10486177.25,198.24,99.12
1786367596.12,962.08,10486202.64,25.39,12.70
1786367598.14,964.09,10486609.38,406.74,203.37
1786367600.15,966.11,10486626.46,17.09,8.54
1786367602.17,968.12,10486626.46,0.00,0.00
1786367604.18,970.14,10486976.07,349.61,174.80
1786367606.20,972.15,10487787.60,811.52,405.76
1786367608.21,974.17,10487787.60,0.00,0.00
1786367610.23,976.18,10487889.16,101.56,50.78
1786367612.24,978.20,10487889.16,0.00,0.00
1786367614.26,980.21,10488122.07,232.91,116.46
1786367616.28,982.23,10488940.43,818.36,409.18
1786367618.29,984.24,10488961.91,21.48,10.74
1786367620.30,986.25,10489199.22,237.30,118.65
1786367622.31,988.27,10489564.45,365.23,182.62
1786367624.33,990.28,10490085.45,521.00,260.50
1786367626.67,992.63,10490085.45,0.00,0.00
1786367628.69,994.64,10490088.38,2.93,1.46
1786367630.88,996.83,10490088.38,0.00,0.00
1786367632.89,998.85,10490412.60,324.22,162.11
1786367634.91,1000.86,10490412.60,0.00,0.00
1786367636.92,1002.88,10490926.76,514.16,257.08
1786367638.94,1004.89,10491565.92,639.16,319.58
1786367640.95,1006.90,10491565.92,0.00,0.00
1786367642.96,1008.92,10491565.92,0.00,0.00
1786367644.98,1010.93,10491565.92,0.00,0.00
1786367647.00,1012.95,10492327.64,761.72,380.86
1786367649.01,1014.96,10492463.87,136.23,68.12
1786367651.03,1016.98,10492463.87,0.00,0.00
1786367653.04,1019.00,10492463.87,0.00,0.00
1786367655.07,1021.02,10492463.87,0.00,0.00
1786367657.08,1023.03,10493304.69,840.82,420.41
1786367659.10,1025.05,10493761.23,456.54,228.27
1786367661.11,1027.06,10493761.23,0.00,0.00
1786367663.13,1029.08,10493761.23,0.00,0.00
1786367665.15,1031.10,10493761.23,0.00,0.00
1786367667.16,1033.11,10494471.19,709.96,354.98
1786367669.18,1035.13,10494722.17,250.98,125.49
1786367671.19,1037.14,10494722.17,0.00,0.00
1786367673.20,1039.16,10494722.17,0.00,0.00
1786367675.23,1041.19,10494722.17,0.00,0.00
1786367677.25,1043.20,10495401.86,679.69,339.84
1786367679.27,1045.22,10495918.95,517.09,258.54
1786367681.28,1047.24,10495919.43,0.49,0.24
1786367683.30,1049.25,10495919.43,0.00,0.00
1786367685.32,1051.27,10496508.79,589.36,294.68
1786367687.33,1053.29,10496508.79,0.00,0.00
1786367689.35,1055.30,10496907.71,398.93,199.46
1786367691.36,1057.32,10496908.20,0.49,0.24
1786367693.38,1059.33,10496908.20,0.00,0.00
1786367695.40,1061.35,10497574.71,666.50,333.25
1786367697.42,1063.37,10497575.20,0.49,0.24
1786367699.43,1065.39,10497838.87,263.67,131.84
1786367701.45,1067.40,10497838.87,0.00,0.00
1786367703.47,1069.42,10497838.87,0.00,0.00
1786367705.48,1071.44,10498091.80,252.93,126.46
1786367707.50,1073.46,10498092.29,0.49,0.24
1786367709.52,1075.47,10498911.13,818.85,409.42
1786367711.53,1077.48,10498911.62,0.49,0.24
1786367713.54,1079.50,10498911.62,0.00,0.00
1786367715.57,1081.52,10499763.67,852.05,426.03
1786367717.58,1083.53,10499764.16,0.49,0.24
1786367719.60,1085.55,10500167.97,403.81,201.90
1786367721.61,1087.57,10500167.97,0.00,0.00
1786367723.63,1089.58,10500167.97,0.00,0.00
1786367725.64,1091.60,10500875.49,707.52,353.76
1786367727.66,1093.61,10501303.71,428.22,214.11
1786367729.67,1095.63,10501578.61,274.90,137.45
1786367731.69,1097.64,10501578.61,0.00,0.00
1786367733.70,1099.66,10501578.61,0.00,0.00
1786367735.72,1101.67,10501772.46,193.85,96.92
1786367737.73,1103.68,10501772.46,0.00,0.00
1786367739.74,1105.70,10501940.43,167.97,83.98
1786367741.76,1107.71,10501940.92,0.49,0.24
1786367743.77,1109.73,10501940.92,0.00,0.00
1786367745.79,1111.74,10502663.57,722.66,361.33
1786367747.80,1113.76,10502664.06,0.49,0.24
1786367749.82,1115.77,10503149.90,485.84,242.92
